Station_Name,F1,TFR,FFR,MFR,FRI,Count,lat,lon,height
BRN1,0.6138433515482695,0.823960880195599,0.218769422001243,0.17603911980440098,0.21010901883052527,2018,44.668159106,4.1692376999999965,523.356171
BRS1,0.6782911944202268,0.8901601830663616,0.28108581436077057,0.10983981693363844,0.233692210259658,3158,52.741080173,22.83861121500001,168.5158343
BUIT,0.6739293764087152,0.8683446272991288,0.1527227206342583,0.13165537270087124,0.14898729831788535,5826,41.000611286,-3.636857412,1032.659882
BUS1,0.4751381215469613,0.6370370370370371,0.1709090909090909,0.362962962962963,0.19791666666666666,960,45.675855661,0.6396311899999887,222.4374127
BUSL,0.7016129032258065,0.953662182361734,0.35507749248207265,0.04633781763826607,0.2571879936808847,6330,45.136808096,7.152159417000007,496.1880728
CAAL,0.38235294117647056,0.35135135135135137,0.06751687921980495,0.6486486486486487,0.1383399209486166,1518,37.221093392,-2.54760571,2210.6838256
CAFI,0.6699909338168631,0.8183831672203765,0.18907140462621522,0.18161683277962348,0.18733916623777663,3886,43.329178298,11.966234885999995,592.5750738
CAGG,0.0,0.0,0.0,0.0,1.0,50,40.557279712,15.51141808699998,1176.7661906
CAN1,0.6706827309236948,0.7136752136752137,0.20208333333333334,0.2863247863247863,0.22969187675070027,714,40.147621194,26.41112716200001,64.4988798
CARC,0.6720128307939054,0.7905660377358491,0.10959911732254506,0.20943396226415095,0.12588488765774083,6498,42.378154371,-1.440804085,420.3927206
CARV,0.4906794948887553,0.5418326693227091,0.0989552533017938,0.4581673306772908,0.14538276690696877,5826,38.045884675,-1.9676765,902.40544
CAS3,0.5787037037037036,0.6469979296066253,0.1037563822027717,0.3530020703933747,0.14108527131782947,6450,41.882886291,2.904171799999972,251.7959246
CAT1,0.6835443037974683,0.7370689655172413,0.2013793103448276,0.2629310344827586,0.2213420316868593,2146,54.371898358,-1.725143668,214.2092479
CAUS,0.681299385425812,0.7785953177257525,0.15709844559585492,0.2214046822742475,0.17231012658227848,6320,44.181556625,1.615044255999976,226.9599937
CBRA,0.6633712308452793,0.8461538461538461,0.09906078327130959,0.15384615384615385,0.10581106277190802,6436,39.818993942,-7.512176317,436.5477162
CDBC,0.6612226881483116,0.8150163220892275,0.25776531492666094,0.18498367791077258,0.23710225517454434,6474,49.523521306,0.7144117369999776,56.0333739
CER2,0.6700999697061496,0.7905646890636169,0.1568472906403941,0.20943531093638312,0.16821130676552362,6474,45.827915193,13.339133564000008,59.6624513
CERA,0.4745762711864407,0.7,0.2976190476190476,0.3,0.2980769230769231,104,41.597740548,14.01797447299998,904.3837223
CEVY,0.7299465240641712,0.8868435300487276,0.2241340782122905,0.11315646995127233,0.19171148370768745,6322,49.287744465,5.287130530000013,246.2404103
CH2T,0.6821561338289963,0.9039408866995073,0.22696629213483147,0.0960591133004926,0.19643882825962092,1741,48.059997336,1.3303828940000244,193.4093374
CHDY,0.7,0.9767441860465116,0.42424242424242425,0.023255813953488372,0.2868525896414343,251,49.712146851,4.76383526699999,208.2391858
CHI8,0.7591069330199766,0.8522427440633246,0.13644688644688643,0.14775725593667546,0.13936097892590074,1471,47.165860183,0.2535196559999804,89.1579537
CHLN,0.7508532423208191,0.8855098389982111,0.238395673726904,0.11449016100178891,0.19688342822894817,3337,49.80974963,2.801609375999988,146.2728973
CHRE,0.7231300345224396,0.8771635957565606,0.21699779249448123,0.12283640424343942,0.19031798766018035,6321,48.37185912,6.281296644999998,339.62315
CIMO,0.5341146923398912,0.42028985507246375,0.05123131046613896,0.5797101449275363,0.1834817012858556,6066,44.1935097,10.700873652999974,2211.5154041
CLTR,0.6715195632393084,0.7221135029354208,0.04101891740026222,0.27788649706457924,0.06170940170940171,5850,38.820283871,-3.756351633,785.5995921
CNG1,0.49595141700404854,0.620253164556962,0.1876010781671159,0.379746835443038,0.22133333333333333,2250,55.85502995,37.516038390000006,191.7143938
COR1,0.7667514843087362,0.8828125,0.146358066712049,0.1171875,0.13881877839475013,1981,48.593894736,2.4755845970000223,141.4325043
